5.0779,0.19622,8.8002,31.0899,4.9342,2.0192,2.9009,1.0894,0.44437,1.5332,14.0179,2.4347,0.86502,0.69253,0.31997,2.5995,0.1058,0.67265,3.3934,0.15902,8.4982,31.6459,5.1061,1.9833,2.7913,0.86822,2.5187,0.89515,0.37832,2.445,0.08336,0.87079,0.0089772,0.45014,0,0,0.017954,0,0,0.17377,0.70022,0.35139,0.36935,0.41552,0.71176,1.9808,2.1629,4.1154,1.696,0.65341,5.1587,7.6434,4.5572,2.5649,7.0016,4.924,3.5203,2.5662,3.6306,0.9798,2.9311,3.051,0.64828,2.1353,1.9147,5.8333,2.8278,10.1295,7.065,2.084,9.8852,13.955,9.7101,5.5697,6.2212,0.10837,0.49182,0.55274,7.8025,1.4729,2.034,3.7159,1.7307,0.46297,5.2914,8.3437,3.698,2.5739,7.2978,4.8977,3.6992,2.6707,3.0054,0.90413,3.9968,3.5697,0.92401,3.2177,2.0276,5.916,3.7461,10.5668,6.7323,1.444,9.5774,12.5181,8.9682,4.8618,6.2007,0.2706,0.46297,0.48349,8.0211,23.9922,25.1227,2.439,2.551,2.489,1.915,2.968,2.359,2.382,2.654,2.575,2.101,2.339,1.897,2.286,2.824,2.773,2.333,2.399,2.559,2.278,1.507,2.155,2.618,2.367,2.323,2.698,2.318,2.566,2.189,2.517,2.374,2.519,3.238,2.33,2.863,2.302,2.592,2.622,2.077,2.755,2.435,2.261,2.576,2.396,2.011,2.423,1.967,2.334,2.795,2.813,2.398,2.177,2.459,2.275,1.622,2.004,2.394,2.286,2.323,3.072,2.248,2.57,2.105,2.517,2.424,2.575,3.623,2.008,2.87,1559.5079
5.3789,0.45171,10.3824,37.3304,5.3335,2.4802,3.9231,1.2583,0.59017,1.7932,15.7719,2.9077,1.0109,0.93746,0.44641,3.252,0.076419,1.0729,4.7925,0.32384,9.9761,38.3004,5.0898,2.5233,4.0684,1.175,2.9637,1.0668,0.46986,3.3352,0.048424,1.2068,0,0.47894,0,0,0.013619,0,0,0.21261,0.73468,0.34956,0.34653,0.29433,0.59698,1.803,1.8931,4.8628,1.8295,0.46381,4.0389,6.2278,4.4232,2.6656,6.8058,4.2553,3.6553,2.4447,3.3049,1.3528,2.4288,2.54,0.70593,2.5801,2.5143,4.7788,2.9955,8.8177,5.4394,1.7243,7.4013,11.8276,9.4699,5.0111,5.2555,0.087769,0.42522,0.65297,6.0121,1.9188,2.3932,3.8543,1.5647,0.37756,4.309,7.5299,3.8134,2.4545,6.706,4.8681,3.7317,2.2676,4.2432,1.2023,3.28,2.3312,0.78008,2.453,2.5998,4.3135,2.9191,9.6977,5.77,1.3793,7.7032,10.1577,8.3774,4.3196,5.282,0.14527,0.46305,0.40101,5.5673,21.3868,20.7285,2.585,3,2.82,1.938,3.428,2.671,2.391,2.707,2.289,2.111,2.84,2.097,2.468,2.928,2.673,2.611,2.513,2.913,2.813,1.736,1.878,2.566,2.534,2.274,3.429,2.46,2.923,2.131,2.922,2.663,2.843,3.523,2.66,3.161,2.529,3.063,2.651,2.049,3.452,2.682,2.387,2.774,2.62,2.196,2.775,2.086,2.466,3.013,2.505,2.653,2.577,2.924,2.385,1.783,1.89,2.418,2.512,2.238,3.3,2.446,2.929,2.103,2.986,2.49,2.622,3.736,2.79,3.197,1321.6579
3.7967,0.16372,9.5794,34.7224,4.3158,1.9679,2.7885,1.0801,0.62758,0.91641,14.9774,2.3666,0.89578,0.72607,0.27619,2.5955,0.055903,0.99893,4.6679,0.18901,10.5191,35.4931,4.5335,1.9027,2.8111,1.0508,2.3958,0.91774,0.3048,2.5988,0.031279,1.144,0.0099827,1.6491,0,0,0.0086517,0,0,0.23093,0.52908,0.25423,0.31878,0.31811,0.65952,2.2448,1.944,4.2213,1.8528,0.68881,4.6579,7.8078,4.3431,2.0451,7.087,4.214,3.6211,2.525,4.1022,1.0841,2.4884,2.6714,0.76068,2.1363,2.8903,5.1424,2.3686,9.5295,6.5593,1.6778,7.8111,12.7998,9.7777,4.9454,5.8412,0.17969,0.41994,0.58898,6.2146,2.5842,2.111,3.3595,2.0059,0.46386,4.5448,9.0503,3.6809,2.3899,6.7297,4.421,4.4829,2.2927,3.5911,1.142,3.0088,2.1509,0.81059,2.7778,2.684,5.3128,2.7978,9.1042,7.3486,1.2279,8.2151,11.3736,9.0902,5.1258,6.3956,0.15706,0.41861,0.37868,6.6498,18.7648,18.2703,2.376,2.22,2.357,1.692,3.113,2.5,2.38,2.738,2.488,2.178,2.564,1.884,2.668,2.772,2.635,2.105,2.373,2.4,2.499,1.39,1.895,2.251,2.339,2.232,2.683,2.416,2.727,2.056,2.662,2.452,2.814,3.685,2.384,3.166,2.518,2.709,2.57,1.822,3.318,2.604,2.356,2.759,2.566,2.243,2.56,1.965,2.595,2.814,2.751,2.273,2.248,2.628,2.266,1.345,1.794,2.458,2.398,2.193,2.604,2.357,2.609,2.134,2.685,2.386,2.588,3.95,2.625,2.872,1502.6017
3.9204,0.2202,11.0582,40.8313,6.81,3.3161,5.364,1.6678,0.63532,1.1891,17.0836,2.7346,1.0268,0.60841,0.36619,3.7247,0.051381,1.0961,2.7134,0.24956,10.8022,38.0477,7.0832,3.414,5.1772,1.424,2.9939,1.3416,0.50483,3.6032,0.021205,1.3612,0,0.68915,0,0,0.011418,0,0,0.17779,0.82698,0.45672,0.57171,0.43877,0.7911,1.5023,1.9802,5.0769,1.424,0.5766,5.4088,8.3767,4.603,3.06,5.8606,5.5564,2.8741,3.0363,4.1504,1.1312,3.082,3.2647,0.73075,2.534,1.8106,6.3125,3.9457,11.8118,6.8646,2.0242,10.9848,15.521,10.8128,8.2764,6.1069,0.15496,0.47058,0.79925,7.2341,1.5243,2.105,4.2002,1.353,0.40615,5.7636,9.8488,4.7629,2.6253,6.7871,5.9659,2.9311,2.5274,4.5076,0.92893,3.4996,2.693,1.0309,2.5103,1.6629,5.6551,3.228,13.5473,8.3473,1.7926,11.3184,16.5543,9.9515,5.1772,6.7088,0.24467,0.58558,0.45182,6.5465,27.5318,27.4022,2.51,3.006,2.63,2.072,3.213,2.699,2.468,2.541,2.366,2.099,2.742,2.247,2.802,2.78,3.297,2.56,2.849,2.756,2.65,1.844,2.175,2.531,2.589,2.444,3.336,2.445,2.928,2.335,2.766,2.723,2.344,3.393,2.325,3.081,2.532,2.762,2.491,2.192,3.255,2.746,2.594,2.626,2.345,2.361,2.76,2.107,2.587,2.857,2.887,2.663,2.716,2.715,2.611,1.774,2.055,2.454,2.674,2.515,3.12,2.327,2.791,2.348,2.756,2.635,2.537,3.71,2.432,2.947,1226.1442
4.5201,0.34139,11.3393,35.0097,4.5704,2.4063,3.6411,1.1773,0.64326,1.242,15.1687,2.6765,1.0716,0.80713,0.50383,3.1279,0.13225,1.068,4.5294,0.11859,10.7794,36.4098,4.8183,2.5033,3.493,1.0651,2.8763,1.1794,0.4643,3.0136,0.055342,1.1018,0.007906,0.58217,0,0,0.012218,0,0,0.28677,0.63823,0.38955,0.37661,0.36942,0.59295,2.1217,1.8823,4.786,1.8299,0.84019,5.2761,9.0466,4.8133,2.701,6.7388,4.8715,3.871,2.5163,3.9767,1.3742,2.8217,2.9403,0.49304,1.7918,2.6916,5.8353,2.918,10.0039,6.411,2.2201,8.841,13.3726,8.4565,4.7213,5.9956,0.15093,0.5836,0.5757,6.2852,2.4544,2.5393,4.4697,1.2441,0.67057,5.3293,8.3853,4.6451,2.412,8.6268,4.7263,4.5603,2.4163,4.9297,1.4245,2.9734,2.4918,0.86391,2.6657,3.0848,6.1429,2.9324,9.9752,6.6568,1.615,9.991,12.3117,9.0056,4.4798,5.8533,0.20987,0.51389,0.4528,6.6367,24.9361,24.668,2.502,2.699,2.545,1.762,3.314,2.768,2.488,2.839,2.407,2.176,2.643,2.029,2.408,2.881,2.595,2.285,2.74,2.497,2.376,1.609,2.013,2.508,2.471,2.201,2.846,2.499,2.847,2.067,2.879,2.459,2.62,4.044,2.27,3.063,2.667,2.442,2.536,1.826,3.692,2.829,2.464,2.895,2.318,2.181,2.635,1.96,2.274,3.033,2.386,2.277,2.642,2.563,2.461,1.709,1.982,2.588,2.356,2.265,2.732,2.354,2.757,2.088,2.776,2.427,2.506,3.806,2.436,2.946,1391.3556
11.2088,0.49043,9.5409,30.6583,4.0764,1.7376,3.1184,1.0412,0.897,1.1982,12.7955,1.8886,0.74403,0.95403,0.26165,2.4508,0.077825,1.325,11.6912,0.58973,9.6033,29.8781,4.1643,1.845,2.9111,1.0359,1.9483,0.85272,0.22609,2.2133,0.039583,1.3868,0,1.2908,0,0,0.025494,0,0,0.22811,0.48641,0.10466,0.1798,0.23415,0.5441,1.9322,1.6484,4.0811,1.4867,0.5649,3.6155,6.0381,4.0395,2.2328,6.0952,4.1717,3.904,2.583,2.9023,0.81112,2.2992,2.3884,0.4059,2.2636,2.3488,4.2126,2.9278,8.707,5.5699,1.69,7.8617,11.6469,8.1099,4.5414,4.6608,0.19054,0.44548,0.4267,5.2512,1.5921,1.7692,4.0234,1.8343,0.45018,3.2666,6.8996,3.7269,2.3354,6.1374,4.2924,3.7852,1.9919,3.0935,0.76349,3.3787,1.7685,0.96409,2.3247,2.0892,4.3602,2.4307,8.4782,5.747,1.7142,8.2595,12.6003,7.5899,3.855,4.7064,0.18584,0.42401,0.30862,5.4055,18.5371,19.0222,2.223,2.833,2.49,2.011,3.463,2.722,2.435,2.529,2.302,2.195,2.71,1.901,2.537,2.733,2.953,2.636,2.654,2.73,2.367,1.615,2.083,2.502,2.59,2.37,3.11,2.447,2.745,2.298,2.599,2.444,3.056,4.066,2.418,2.985,2.322,2.401,2.493,1.884,3.876,2.627,2.568,2.831,2.295,2.183,2.651,2.107,2.474,2.87,3.239,2.662,2.65,2.612,2.468,1.698,2.065,2.491,2.749,2.403,3.057,2.391,2.748,2.29,2.65,2.522,2.805,3.88,2.572,2.94,1490.5242
1.0339,0.15501,8.7192,35.5482,5.3029,2.2497,3.9205,1.3257,0.40304,0.74946,13.5645,2.6258,0.9894,0.73531,0.35788,2.948,0.047852,0.66926,0.69891,0.077507,8.5164,34.4638,5.2948,2.1945,3.5444,1.1896,2.5712,1.1228,0.33362,2.8839,0.056614,0.79057,0.00067398,0.68206,0,0,0.0074137,0,0,0.20691,0.62815,0.30127,0.52435,0.49537,0.50346,2.7451,1.9687,5.2092,1.2678,0.48459,4.705,6.7047,4.55,3.0464,7.4407,4.6349,3.5552,1.6694,3.2054,1.1727,2.9965,2.9291,0.72116,2.2538,1.6924,4.5251,3.2054,9.2422,5.7679,1.6762,9.1769,12.6047,7.6267,4.4193,6.2309,0.16108,0.44415,0.52435,6.8672,1.9889,2.2147,4.6107,1.6101,0.36327,4.3256,8.0621,3.9643,2.1749,7.1307,4.5015,3.4993,2.5544,3.9583,1.1228,3.3106,3.0963,0.8701,2.3569,1.9289,4.6794,3.1293,9.7477,6.2033,1.3594,8.726,12.0264,7.1711,3.6637,5.3325,0.2305,0.36664,0.39562,6.4904,20.8535,21.5605,2.916,3.487,2.752,2.04,3.204,2.693,2.786,3.251,2.604,2.343,2.782,2.105,2.335,3.145,2.778,2.465,2.836,3.059,2.787,1.588,2.255,2.75,2.613,2.412,3.037,2.782,3.04,2.41,2.806,2.919,3.306,3.915,2.55,3.281,2.826,2.96,2.631,2.224,3.619,2.651,2.765,3.234,2.442,2.5,2.822,2.089,2.829,3.03,2.859,2.628,2.705,2.977,2.734,1.611,1.907,2.704,2.618,2.485,3.218,2.566,3.064,2.41,2.919,2.537,3.192,3.57,2.635,3.29,1483.7303
5.21,0.28095,10.9199,34.4163,4.6423,2.4889,4.1696,1.3684,0.54455,1.3924,13.4079,2.9194,1.1982,0.89243,0.40738,2.4492,0.062801,1.0817,5.1439,0.15617,10.3183,36.1714,4.4935,2.6955,4.2861,1.1783,2.8781,1.1527,0.45365,2.412,0.030574,1.2048,0,0.8916,0,0,0.0082632,0,0,0.22063,0.64866,0.39829,0.34458,0.3454,0.57264,2.0038,1.8848,4.6729,1.646,0.40986,4.1514,7.6154,3.6325,2.0757,6.6023,4.3531,3.4582,2.1691,3.7168,1.299,2.3575,2.393,0.7346,1.7328,1.9443,4.6406,3.2846,9.1011,5.4587,1.5295,8.0054,10.8571,7.1659,3.9854,4.9745,0.16279,0.44704,0.5338,5.4645,1.9633,2.0451,3.7251,1.0957,0.33962,4.1787,8.9805,3.93,1.7997,5.4521,4.5596,3.2731,2.2311,3.6763,1.2973,2.8417,2.4691,0.81889,1.9972,1.9212,4.3754,2.7971,8.7433,5.4496,1.2188,8.6334,11.585,7.2526,3.7399,4.7894,0.29582,0.45117,0.31566,5.3083,18.8831,18.5121,2.367,2.679,2.629,1.786,3.435,2.832,2.684,2.843,2.955,2.263,2.626,2.203,2.791,3.219,2.318,2.344,2.536,2.99,2.781,1.393,2.267,2.718,2.573,2.492,3.321,2.578,2.914,2.322,2.868,2.727,3.224,3.823,2.669,3.318,2.459,3.112,2.665,1.785,3.635,2.623,2.493,3.143,3.021,2.292,2.978,2.055,2.732,3.093,2.505,2.264,2.782,3.317,2.724,1.436,2.273,2.736,2.472,2.427,2.918,2.712,2.923,2.217,2.885,2.787,3.067,4.131,2.524,3.218,1210.1812
4.1021,0.13413,9.4726,39.4602,5.769,2.6058,3.0785,0.77028,0.73577,1.8186,13.3819,2.7601,1.0314,0.55801,0.43235,2.7569,0.022138,1.1675,3.3513,0.15301,9.1639,38.1397,5.0508,2.277,3.0818,0.97539,2.8011,1.088,0.48118,2.5856,0.023441,1.2098,0,0.87446,0,0,0.0091158,0,0,0.2051,0.42453,0.25589,0.24287,0.21878,0.41607,2.2802,1.7939,4.3065,1.465,0.6915,4.08,6.6499,4.134,2.4235,5.1452,3.6658,3.2901,2.3095,3.9491,1.3107,2.6559,2.3987,0.45839,1.999,1.9202,4.8008,2.5225,8.1423,6.6148,1.174,7.9542,10.3444,8.5408,3.9491,6.2821,0.12046,0.36789,0.58276,5.4818,1.9462,2.0602,4.7617,1.4331,0.52806,4.0363,8.2953,4.244,1.6864,5.4506,3.8469,2.7614,1.8219,4.1158,0.88097,3.2765,1.8479,0.61271,2.1468,1.7522,5.5697,3.0362,8.3709,7.1865,1.4989,6.8909,10.2839,8.1254,3.5643,5.4766,0.12371,0.38026,0.40305,6.1746,16.0216,17.2451,2.544,2.786,2.622,1.945,3.014,2.715,2.575,3.154,2.507,2.269,2.591,2.104,2.685,2.88,2.326,2.358,2.582,2.705,2.588,1.521,2.028,2.738,2.532,2.302,3.224,2.517,3.039,2.395,2.957,2.523,3.072,3.889,2.885,3.268,2.728,2.958,2.73,1.919,3.354,2.765,2.647,2.986,2.663,2.37,2.593,2.131,2.608,2.989,3.044,2.349,2.78,2.789,2.64,1.592,2.273,2.84,2.602,2.359,3.03,2.573,3.017,2.435,2.95,2.691,3.078,4.269,2.723,3.224,1535.8011
7.9995,0.217,11.2994,40.4198,4.4894,2.5161,3.871,1.2737,0.85693,1.404,15.7285,2.6071,1.0149,0.83726,0.39896,3.2827,0.068235,1.125,7.7216,0.15922,11.9116,41.1126,4.9338,2.6028,3.7296,1.2202,2.5468,1.0008,0.42293,2.7927,0.078686,1.184,0.0043031,0.64547,0,0,0.0086062,0,0,0.20839,0.63686,0.22438,0.24097,0.25081,0.54588,1.4852,2.5425,4.5398,1.8085,0.61289,4.6013,5.8713,3.4382,2.4485,6.1381,4.4101,3.2058,2.5493,3.3773,1.2307,2.0759,2.4417,0.65715,2.0643,1.7993,4.2822,2.478,7.8624,5.6389,1.7508,7.8335,11.3461,8.9062,4.857,5.2092,0.15799,0.35531,0.53605,5.6168,1.9081,1.5922,4.3326,1.3979,0.44199,4.5638,7.1475,3.4868,2.7558,7.0313,4.0591,3.2347,2.3686,3.7167,1.1606,2.8216,2.2468,0.74505,2.3009,1.768,4.5533,2.4147,8.672,6.1953,1.195,7.1757,11.9018,7.7505,3.7154,5.5,0.2004,0.34425,0.27601,6.2364,19.4286,18.6325,2.266,2.599,2.639,1.816,3.499,2.75,2.405,2.881,2.414,2.179,2.409,2.102,2.824,2.938,2.895,2.555,2.414,2.553,2.412,1.521,2.071,2.522,2.466,2.316,2.968,2.291,2.846,2.231,2.806,2.406,2.829,3.399,2.179,3.038,2.607,3.26,2.678,1.955,3.44,2.738,2.437,2.913,2.342,2.376,2.579,2.072,2.548,2.978,2.603,2.417,2.834,2.74,2.426,1.607,2.056,2.48,2.513,2.321,3.203,2.402,2.85,2.271,2.947,2.501,2.517,4.168,2.58,3.114,1626.7289
